1719420152288,3.041381
1719420152483,3.041398
1719420152681,3.029901
1719420152882,3.002882
1719420153058,2.892421
1719420153265,2.731355
1719420153463,2.520813
1719420153648,2.544504
1719420153848,2.319892
1719420154053,1.783648
1719420154269,1.488657
1719420154472,1.217333
1719420154669,0.924824
1719420154863,0.652228
1719420155064,0.352278
1719420155281,0.133040
1719420155497,0.115758
1719420155702,0.175784
1719420155908,0.239582
1719420156130,0.262678
1719420156323,0.278029
1719420156540,0.274955
1719420156740,0.272213
1719420156923,0.186280
1719420157131,0.220227
1719420157331,0.234307
1719420157535,0.275863
1719420157739,0.321869
1719420157922,0.355106
1719420158122,0.381313
1719420158331,0.396611
1719420158537,0.416653
1719420158722,0.418211
1719420158941,0.418330
1719420159107,0.403113
1719420159315,0.389230
1719420159514,0.378550
1719420159740,0.370135
1719420159957,0.355106
1719420160124,0.348855
1719420160337,0.330757
1719420160531,0.325884
1719420160741,0.328937
1719420160940,0.326956
1719420161139,0.319688
1719420161342,0.300832
1719420161531,0.291375
1719420161739,0.197989
1719420161922,0.175784
1719420162123,0.178326
1719420162324,0.295805
1719420162515,0.262488
1719420162714,0.290861
1719420162918,0.290861
1719420163122,0.302159
1719420163321,0.293428
1719420163524,0.291719
1719420163731,0.281780
1719420163924,0.270925
1719420164124,0.260960
1719420164324,0.250000
1719420164525,0.250799
1719420164731,0.253180
1719420164931,0.245153
1719420165124,0.237697
1719420165332,0.247386
1719420165514,0.254951
1719420165706,0.272946
1719420165914,0.294279
1719420166123,0.294449
1719420166323,0.274590
1719420166523,0.263060
1719420166742,0.270925
1719420166947,0.270000
1719420167131,0.279999
1719420167321,0.290171
1719420167524,0.271846
1719420167725,0.267022
1719420167927,0.262489
1719420168131,0.273314
1719420168319,0.268515
1719420168525,0.260960
1719420168739,0.242075
1719420168925,0.233667
1719420169132,0.228035
1719420169325,0.224722
1719420169519,0.228473
1719420169724,0.241868
1719420169925,0.250799
1719420170133,0.247790
1719420170332,0.260385
1719420170540,0.286532
1719420170740,0.315911
1719420170958,0.333916
1719420171158,0.342491
1719420171349,0.350570
1719420171573,0.460435
1719420171773,0.470000
1719420171991,0.370676
1719420172176,0.351425
1719420172381,0.283019
1719420172565,0.250000
1719420172771,0.247184
1719420172974,0.240624
1719420173190,0.255147
1719420173381,0.250200
1719420173598,0.240208
1719420173790,0.230868
1719420174008,0.220906
1719420174226,0.210238
1719420174392,0.210238
1719420174616,0.220227
1719420174808,0.210000
1719420174990,0.190263
1719420175192,0.151657
1719420175392,0.133791
1719420175598,0.130384
1719420175815,0.108166
1719420176008,0.085440
1719420176192,0.063245
1719420176399,0.030000
1719420176606,0.017321
1719420176815,0.041231
1719420177007,0.070711
1719420177207,0.104404
1719420177408,0.126886
1719420177609,0.112249
1719420177798,0.117047
1719420178017,0.175784
1719420178207,0.184933
1719420178392,0.200250
1719420178592,0.218632
1719420178776,0.225609
1719420178982,0.223607
1719420179187,0.232164
1719420179392,0.161556
1719420179592,0.151327
1719420179760,0.161245
1719420179966,0.181108
1719420180149,0.210476
1719420180354,0.250998
1719420180558,0.292916
1719420180759,0.315752
1719420180942,0.335410
1719420181165,0.363455
1719420181355,0.372157
1719420181559,0.404476
1719420181775,0.408044
1719420181976,0.393065
1719420182166,0.386134
1719420182359,0.354401
1719420182587,0.325730
1719420182775,0.316227
1719420182993,0.299834
1719420183166,0.291719
1719420183349,0.284429
1719420183540,0.276586
1719420183724,0.283196
1719420183892,0.296984
1719420184126,0.318277
1719420184332,0.326497
1719420184533,0.306105
1719420184725,0.288617
1719420184925,0.269443
1719420185125,0.268329
1719420185326,0.287923
1719420185516,0.298329
1719420185726,0.305941
1719420185942,0.323883
1719420186125,0.322491
1719420186343,0.332565
1719420186532,0.332414
1719420186742,0.311608
1719420186940,0.311608
1719420187141,0.300831
1719420187348,0.300332
1719420187549,0.300166
1719420187749,0.361386
1719420187956,0.362215
1719420188159,0.272947
1719420188342,0.250799
1719420188560,0.240208
1719420188733,0.241039
1719420188940,0.330757
1719420189140,0.271661
1719420189343,0.261724
1719420189559,0.250998
1719420189765,0.320157
1719420189975,0.320000
1719420190171,0.320156
1719420190392,0.301661
1719420190592,0.192613
1719420190799,0.182756
1719420190999,0.162789
1719420191206,0.182482
1719420191390,0.192614
1719420191591,0.292916
1719420191793,0.231085
1719420192000,0.231948
1719420192204,0.223831
1719420192404,0.225610
1719420192576,0.230868
1719420192776,0.230867
