1719421686998,4.331238
1719421687215,4.331238
1719421687416,4.321460
1719421687616,4.264578
1719421687816,4.273432
1719421688032,3.890137
1719421688232,3.613887
1719421688454,3.280213
1719421688644,2.958920
1719421688838,2.672287
1719421689042,2.392659
1719421689230,2.160005
1719421689450,1.930938
1719421689646,1.701948
1719421689858,1.461310
1719421690054,1.221117
1719421690261,0.991579
1719421690477,0.763170
1719421690683,0.557076
1719421690867,0.327011
1719421691065,0.155373
1719421691267,0.217588
1719421691465,0.337123
1719421691665,0.432737
1719421691865,0.502465
1719421692067,0.564430
1719421692284,0.624092
1719421692465,0.633479
1719421692665,0.635216
1719421692866,0.602409
1719421693068,0.560708
1719421693267,0.608438
1719421693467,0.526201
1719421693675,0.383758
1719421693871,0.405918
1719421694071,0.241970
1719421694259,0.232045
1719421694477,0.328707
1719421694665,0.351776
1719421694848,0.299731
1719421695049,0.407852
1719421695247,0.335167
1719421695454,0.360193
1719421695648,0.465238
1719421695849,0.402299
1719421696048,0.394011
1719421696231,0.375825
1719421696432,0.335624
1719421696611,0.411275
1719421696831,0.272834
1719421697014,0.161034
1719421697216,0.193979
1719421697417,0.192932
1719421697630,0.233496
1719421697830,0.302689
1719421698016,0.329265
1719421698233,0.360297
1719421698433,0.382116
1719421698633,0.389377
1719421698832,0.377512
1719421699050,0.362794
1719421699232,0.350462
1719421699450,0.350324
1719421699635,0.341950
1719421699799,0.311977
1719421700017,0.293480
1719421700199,0.251253
1719421700365,0.220515
1719421700583,0.190065
1719421700782,0.161931
1719421701000,0.156587
1719421701200,0.167676
1719421701399,0.194713
1719421701598,0.217052
1719421701800,0.252807
1719421701983,0.302182
1719421702197,0.333196
1719421702400,0.360173
1719421702599,0.374208
1719421702799,0.400051
1719421702984,0.395914
1719421703200,0.381123
1719421703399,0.374115
1719421703599,0.348949
1719421703815,0.340393
1719421704017,0.325831
1719421704217,0.315537
1719421704416,0.287157
1719421704617,1.261150
1719421704815,1.258014
1719421705016,1.260912
1719421705201,1.221066
1719421705408,1.100728
1719421705605,0.936590
1719421705811,0.747597
1719421706030,0.579914
1719421706231,0.418688
1719421706433,0.335410
1719421706634,0.360693
1719421706850,0.414126
1719421707049,0.452549
1719421707267,0.446989
1719421707466,0.400125
1719421707667,0.517083
1719421707853,0.592631
1719421708055,0.683929
1719421708248,0.746060
1719421708466,0.744386
1719421708667,0.663119
1719421708867,0.555475
1719421709033,0.489413
1719421709233,0.462757
1719421709433,0.459237
1719421709650,0.469139
1719421709834,0.465213
1719421710035,0.446205
1719421710250,0.385636
1719421710449,0.327911
1719421710634,0.287469
1719421710834,0.276862
1719421711052,0.298716
1719421711251,0.317835
1719421711466,0.332518
1719421711667,0.347963
1719421711850,0.353330
1719421712050,0.335878
1719421712268,0.317237
1719421712483,0.329992
1719421712666,0.310094
1719421712868,0.282693
1719421713084,0.260896
1719421713284,0.212866
1719421713484,0.123187
1719421713684,0.076566
1719421713902,0.057006
1719421714117,0.091865
1719421714317,0.145160
1719421714518,0.189228
1719421714716,0.237155
1719421714933,0.294748
1719421715118,0.433346
1719421715334,0.473262
1719421715551,0.503852
1719421715752,0.473842
1719421715950,0.473156
1719421716152,0.433230
1719421716352,0.402736
1719421716548,0.383343
1719421716751,0.385293
1719421716949,0.401988
1719421717131,0.397171
1719421717352,0.384121
1719421717551,0.363602
1719421717752,0.358898
1719421717951,0.363259
1719421718149,0.369536
1719421718352,0.361124
1719421718565,0.356390
1719421718752,0.339738
1719421718952,0.318089
1719421719151,0.319663
1719421719365,0.315498
1719421719568,0.325339
1719421719767,0.325576
1719421719951,0.330910
1719421720151,0.321030
1719421720366,0.340232
1719421720568,0.337803
1719421720769,0.323524
1719421720952,0.343171
1719421721151,0.340106
1719421721367,0.348177
1719421721581,0.347678
1719421721782,0.337466
1719421721968,0.337614
1719421722153,0.328157
1719421722368,0.317707
1719421722565,0.318105
1719421722750,0.308126
1719421722934,0.308125
1719421723150,0.308859
1719421723368,0.309914
1719421723551,0.311287
1719421723767,0.322803
1719421723952,0.314970
1719421724168,0.302992
1719421724383,0.311127
1719421724601,0.307964
1719421724800,0.317550
1719421725003,0.317855
1719421725201,0.318401
1719421725368,0.299379
1719421725568,0.290734
1719421725785,0.270791
1719421725983,0.290562
1719421726169,0.279338
1719421726353,0.269408
1719421726552,0.269408
1719421726751,0.270976
1719421726934,0.272718
1719421727135,0.277253
1719421727342,0.267432
1719421727534,0.260802
1719421727750,0.240344
1719421727967,0.231334
1719421728150,0.227188
1719421728364,0.222411
1719421728546,0.208975
1719421728731,0.213945
1719421728935,0.219714
1719421729118,0.226222
1719421729301,0.226222
1719421729502,0.223431
1719421729702,0.223208
1719421729900,0.222412
1719421730100,0.221382
1719421730300,0.219792
1719421730501,0.276024
1719421730684,0.206654
1719421730900,0.266809
1719421731066,0.184686
1719421731269,0.157533
1719421731484,0.135178
1719421731685,0.108996
1719421731885,0.194436
1719421732085,0.226265
1719421732285,0.267832
1719421732484,0.299373
1719421732700,0.318306
1719421732902,0.341411
1719421733102,0.368720
1719421733301,0.374238
1719421733502,0.372902
1719421733734,0.362367
1719421733935,0.224728
1719421734136,0.187256
1719421734318,0.265974
1719421734502,0.264558
1719421734718,0.182651
1719421734901,0.252570
1719421735101,0.233013
1719421735303,0.243910
1719421735510,0.245236
1719421735700,0.249076
1719421735900,0.246961
1719421736116,0.249076
1719421736318,0.249077
1719421736519,0.256782
1719421736719,0.265208
1719421736917,0.275104
1719421737133,0.284832
1719421737335,0.294748
1719421737535,0.292880
1719421737736,0.282457
1719421737953,0.273290
1719421738151,0.263326
1719421738354,0.244534
1719421738568,0.236432
1719421738768,0.224728
1719421738952,0.232911
1719421739133,0.232693
1719421739316,0.254045
1719421739535,0.265208
1719421739734,0.273921
1719421739935,0.292625
1719421740133,0.302784
1719421740350,0.304105
1719421740552,0.304105
1719421740736,0.285720
1719421740952,0.287380
1719421741151,0.265974
1719421741350,0.246267
1719421741551,0.216809
1719421741752,0.203611
1719421741936,0.172667
1719421742137,0.163600
1719421742352,0.147544
1719421742568,0.148894
1719421742768,0.150733
1719421742985,0.155793
1719421743169,0.184028
1719421743384,0.207398
1719421743553,0.215784
1719421743752,0.227407
1719421743952,0.235931
1719421744153,0.253696
1719421744353,0.277239
1719421744555,0.292425
1719421744749,0.316016
1719421744951,0.331767
1719421745136,0.367801
1719421745336,0.408393
1719421745553,0.454253
1719421745751,0.470377
1719421745951,0.463096
1719421746153,0.453441
1719421746352,0.429191
1719421746552,0.413517
1719421746752,0.370668
1719421746952,0.338066
1719421747134,0.288171
1719421747335,0.248382
